counter,time,sopr max rate,sopr aver rate,prefecber,esnrmin,esnrmax,esnraver,dgdmin,dgdmax,dgdaver,csrmin,csrmax,csraver
0,19:14:03,715.6,110.1,4.37E-04,17.16,17.25,17.21,0.1,5.5,1.9,0.00E+00,7.08E-09,4.90E-11
3,19:14:05,715.6,109.4,4.57E-04,17.18,17.19,17.18,1,2.1,1.5,0.00E+00,0.00E+00,0.00E+00
7,19:14:07,715.6,131.4,4.57E-04,17.17,17.18,17.17,1.9,1.9,1.9,0.00E+00,0.00E+00,0.00E+00
8,19:14:08,715.6,108.6,4.57E-04,17.17,17.19,17.17,2.1,2.1,2.1,0.00E+00,0.00E+00,0.00E+00
11,19:14:10,715.6,101.6,4.47E-04,17.19,17.2,17.19,1.8,4.1,2.9,0.00E+00,0.00E+00,0.00E+00
12,19:14:11,715.6,112.6,4.47E-04,17.19,17.2,17.19,2.6,2.6,2.6,0.00E+00,0.00E+00,0.00E+00
14,19:14:12,715.6,111,4.37E-04,17.19,17.2,17.19,0.5,0.5,0.5,0.00E+00,0.00E+00,0.00E+00
16,19:14:13,715.6,102,4.27E-04,17.19,17.22,17.2,0.4,2.9,1.6,0.00E+00,0.00E+00,0.00E+00
18,19:14:15,101.2,101.2,4.17E-04,17.24,17.25,17.24,2.2,2.2,2.2,0.00E+00,0.00E+00,0.00E+00
20,19:14:16,715.6,105,4.27E-04,17.23,17.25,17.24,3.1,3.1,3.1,0.00E+00,0.00E+00,0.00E+00
21,19:14:17,715.6,133,4.27E-04,17.23,17.23,17.23,0.8,0.8,0.8,0.00E+00,0.00E+00,0.00E+00
24,19:14:19,88.8,88.8,4.17E-04,17.25,17.25,17.25,1.4,1.4,1.4,0.00E+00,0.00E+00,0.00E+00
25,19:14:20,715.6,131.4,4.17E-04,17.23,17.25,17.24,0.3,0.3,0.3,0.00E+00,0.00E+00,0.00E+00
26,19:14:21,715.6,120.6,4.17E-04,17.23,17.24,17.23,0.7,0.7,0.7,0.00E+00,0.00E+00,0.00E+00
27,19:14:22,715.6,79.2,4.17E-04,17.25,17.25,17.25,1.7,1.7,1.7,0.00E+00,0.00E+00,0.00E+00
33,19:14:26,715.6,90.9,4.37E-04,17.21,17.25,17.22,0.7,2,1.3,0.00E+00,0.00E+00,0.00E+00
35,19:14:27,715.6,123.4,4.27E-04,17.22,17.24,17.22,1.7,1.7,1.7,0.00E+00,0.00E+00,0.00E+00
36,19:14:28,63.8,63.8,4.17E-04,17.24,17.24,17.24,2.2,2.2,2.2,0.00E+00,0.00E+00,0.00E+00
37,19:14:29,715.6,93.8,4.27E-04,17.22,17.24,17.23,3.3,3.3,3.3,0.00E+00,0.00E+00,0.00E+00
40,19:14:31,715.6,119.4,4.27E-04,17.22,17.23,17.22,0.4,6.1,3.2,0.00E+00,0.00E+00,0.00E+00
42,19:14:32,715.6,128.4,4.27E-04,17.23,17.23,17.23,0.8,0.8,0.8,0.00E+00,0.00E+00,0.00E+00
44,19:14:33,715.6,117.4,4.27E-04,17.23,17.25,17.24,1.8,5.3,3.5,0.00E+00,0.00E+00,0.00E+00
48,19:14:36,715.6,105,4.47E-04,17.2,17.23,17.21,2.4,2.4,2.4,0.00E+00,0.00E+00,0.00E+00
49,19:14:37,715.6,97.4,4.37E-04,17.2,17.22,17.2,2.9,2.9,2.9,0.00E+00,0.00E+00,0.00E+00
50,19:14:38,715.6,123.6,4.47E-04,17.21,17.22,17.21,1.6,1.6,1.6,0.00E+00,0.00E+00,0.00E+00
52,19:14:40,213,213,4.37E-04,17.2,17.22,17.2,1.9,1.9,1.9,0.00E+00,0.00E+00,0.00E+00
61,19:14:45,715.6,120.8,4.37E-04,17.21,17.24,17.22,0,0,0,0.00E+00,6.95E-09,1.42E-10
62,19:14:46,715.6,114.4,4.27E-04,17.22,17.22,17.22,2.6,2.6,2.6,0.00E+00,0.00E+00,0.00E+00
65,19:14:48,715.6,137.6,4.37E-04,17.21,17.22,17.21,3.1,3.6,3.3,0.00E+00,0.00E+00,0.00E+00
67,19:14:49,59.4,59.4,4.47E-04,17.2,17.21,17.2,2.5,2.5,2.5,0.00E+00,0.00E+00,0.00E+00
69,19:14:50,715.6,111,4.37E-04,17.2,17.21,17.2,1.3,1.3,1.3,0.00E+00,0.00E+00,0.00E+00
70,19:14:51,135,135,4.37E-04,17.21,17.21,17.21,1.9,1.9,1.9,0.00E+00,0.00E+00,0.00E+00
72,19:14:53,715.6,100.8,4.47E-04,17.21,17.21,17.21,2.4,2.4,2.4,0.00E+00,0.00E+00,0.00E+00
74,19:14:54,90.6,90.6,4.37E-04,17.2,17.21,17.2,0.5,0.5,0.5,0.00E+00,0.00E+00,0.00E+00
76,19:14:55,715.6,114,4.17E-04,17.2,17.22,17.21,0.5,0.5,0.5,0.00E+00,0.00E+00,0.00E+00
77,19:14:56,715.6,129.4,4.17E-04,17.22,17.23,17.22,5,5,5,0.00E+00,0.00E+00,0.00E+00
80,19:14:58,715.6,119,4.37E-04,17.21,17.23,17.21,4.1,4.1,4.1,0.00E+00,0.00E+00,0.00E+00
81,19:14:59,127.8,127.8,4.37E-04,17.21,17.21,17.21,0.5,0.5,0.5,0.00E+00,0.00E+00,0.00E+00
84,19:15:01,715.6,91.5,4.37E-04,17.21,17.22,17.21,1.5,2.3,1.9,0.00E+00,0.00E+00,0.00E+00
85,19:15:02,158.4,158.4,4.47E-04,17.19,17.21,17.2,1.7,1.7,1.7,0.00E+00,0.00E+00,0.00E+00
87,19:15:03,715.6,133.8,4.47E-04,17.18,17.19,17.18,4.2,4.2,4.2,0.00E+00,0.00E+00,0.00E+00
88,19:15:04,715.6,122.4,4.47E-04,17.18,17.21,17.19,2,2,2,0.00E+00,0.00E+00,0.00E+00
89,19:15:05,95.4,95.4,4.37E-04,17.21,17.21,17.21,1.9,1.9,1.9,0.00E+00,0.00E+00,0.00E+00
